"","Site_ID","Date","Site_Subplot","Type","HoboName","Temp","Min","Max","Median","CV","Range","Subplot","LoggerID","TRT","Age","Day","Heatdome","MeanMin","MeanMax","MeanRange","MeanMean","MeanOffset","MinOffset","MaxOffset","RangeOffset"
"393","C2-17",2021-06-28,"C2-17_S","Soil","20173904.csv",23.48975,15.091,28.754,26.781,22.4442204407542,13.663,"S","20173904","CON",33,28,1,14.6116666666667,41.2765,26.6648333333333,28.2747881036949,4.7850381036949,-0.479333333333331,12.5225,13.0018333333333
"394","C2-17",2021-06-29,"C2-17_E","Air","9784531.csv",15.5264166666667,13.846,18.331,14.9,10.4381856942929,4.485,"E","9784531","CON",33,29,0,12.8534701754386,21.3307087719298,8.47723859649123,15.94464042237,0.418223755703361,-0.992529824561405,2.99970877192982,3.99223859649123
"395","C2-17",2021-06-15,"C2-17_E","Soil","20202703.csv",12.2014583333333,11.139,13.558,12.0615,6.18381792912586,2.419,"E","20202703","CON",33,15,0,9.72318493150685,16.3200070175439,6.59682208603701,11.8991812036983,-0.302277129635042,-1.41581506849315,2.76200701754386,4.17782208603701
"396","C2-17",2021-06-22,"C2-17_S","Soil","20173904.csv",13.41925,11.528,15.378,13.269,7.37910559524419,3.85,"S","20173904","CON",33,22,0,10.7004361932228,22.6403555555556,11.9399193623328,15.1148028447788,1.69555284477881,-0.827563806777217,7.26235555555556,8.08991936233277
"397","C2-17",2021-06-25,"C2-17_E","Air","9784531.csv",20.9911666666667,15.187,24.931,22.431,17.9195321634187,9.744,"E","9784531","CON",33,25,1,14.5317460881935,35.1094555555556,20.5777094673621,24.3496289427585,3.35846227609188,-0.655253911806541,10.1784555555556,10.8337094673621
"398","C2-17",2021-06-26,"C2-17_E","Air","9784531.csv",24.8138333333333,23.1,27.272,24.593,4.71725064761438,4.172,"E","9784531","CON",33,26,1,20.2762842105263,36.3253172314348,16.0490330209084,27.7363774880504,2.92254415471708,-2.82371578947369,9.05331723143475,11.8770330209084
"399","C2-17",2021-06-18,"C2-17_E","Air","9784531.csv",12.0916666666667,10.748,13.75,12.013,7.7984260742623,3.002,"E","9784531","CON",33,18,0,9.24315789473684,20.6997543859649,11.4565964912281,13.3145580275842,1.22289136091752,-1.50484210526316,6.94975438596492,8.45459649122807
"400","C2-17",2021-06-28,"C2-17_E","Air","9784531.csv",24.0739166666667,14.804,30.356,28.7045,28.4127018470085,15.552,"E","9784531","CON",33,28,1,13.9388888888889,38.3482444444444,24.4093555555556,27.700448122627,3.62653145596029,-0.86511111111111,7.99224444444445,8.85735555555556
"401","C2-17",2021-06-21,"C2-17_S","Soil","20173904.csv",17.69525,13.461,20.234,17.5225,9.62865400132178,6.773,"S","20173904","CON",33,21,0,11.5289087719298,34.4042807017544,22.8753719298246,22.272137748004,4.57688774800395,-1.93209122807018,14.1702807017544,16.1023719298246
"402","C2-17",2021-06-17,"C2-17_E","Air","9784531.csv",13.6728333333333,11.819,16.141,13.0765,11.8129531186842,4.322,"E","9784531","CON",33,17,0,9.58612633181126,25.6611222222222,16.074995890411,16.372729223406,2.69989589007266,-2.23287366818874,9.52012222222223,11.752995890411
"403","C2-17",2021-06-16,"C2-17_E","Soil","20202703.csv",12.530625,11.139,14.23,12.2555,8.53540662092707,3.091,"E","20202703","CON",33,16,0,7.22398245614035,26.9032175438596,19.6792350877193,15.9659461290238,3.43532112902376,-3.91501754385965,12.6732175438596,16.5882350877193
"404","C2-17",2021-06-24,"C2-17_E","Air","9784531.csv",13.406,11.236,16.141,13.076,14.1570079948605,4.905,"E","9784531","CON",33,24,1,9.87053333333333,25.1095962509012,15.2390629175679,16.7074557988324,3.30145579883236,-1.36546666666667,8.96859625090123,10.3340629175679
"405","C2-17",2021-06-27,"C2-17_E","Air","9784531.csv",31.6506666666667,25.028,36.511,32.7035,12.826068855329,11.483,"E","9784531","CON",33,27,1,23.8581192982456,41.8508807017544,17.9927614035088,33.7258064327485,2.07513976608188,-1.16988070175439,5.33988070175438,6.50976140350877
"406","C2-17",2021-06-20,"C2-17_S","Soil","20173904.csv",15.053375,11.625,18.616,15.6165,16.9529407229238,6.991,"S","20173904","CON",33,20,0,10.4408777777778,31.2258333333333,20.7849555555556,20.007376940107,4.95400194010702,-1.18412222222222,12.6098333333333,13.7939555555556
