"","Site_ID","Date","Site_Subplot","Type","HoboName","Temp","Min","Max","Median","CV","Range","Subplot","LoggerID","TRT","Age","Day","Heatdome","tmeanC","tminC","tmaxC","RangeR","MeanOffset","MinOffset","MaxOffset","RangeOffset"
"246","C1-5",2021-06-06,"C1-5_N","Air","2401758.csv",8.67475,7.481,11.528,8.531,13.5037992486564,4.047,"N","2401758","THIN",63,6,0,9.75,5.95,13.55,7.6,1.07525,-1.531,2.022,3.553
"247","C1-5",2021-06-07,"C1-5_N","Air","2401758.csv",9.78258333333333,6.877,14.421,8.928,28.1684383574326,7.544,"N","2401758","THIN",63,7,0,10.45,5.65,15.25,9.6,0.667416666666666,-1.227,0.829000000000001,2.056
"248","C1-5",2021-06-08,"C1-5_N","Air","2401758.csv",11.4603333333333,7.582,19.187,10.648,32.7186355497567,11.605,"N","2401758","THIN",63,8,0,10.5,3.65,17.35,13.7,-0.960333333333333,-3.932,-1.837,2.095
"249","C1-5",2021-06-09,"C1-5_N","Air","2401758.csv",11.4509166666667,7.582,16.427,10.6505,28.0405751037411,8.845,"N","2401758","THIN",63,9,0,10.25,3.15,17.35,14.2,-1.20091666666667,-4.432,0.923000000000002,5.355
"250","C1-5",2021-06-10,"C1-5_N","Air","2401758.csv",11.99475,8.779,18.045,11.528,23.1951420216789,9.266,"N","2401758","THIN",63,10,0,12.1,6.85,17.35,10.5,0.10525,-1.929,-0.695,1.234
"251","C1-5",2021-06-11,"C1-5_N","Air","2401758.csv",10.453,9.176,11.722,10.455,7.49428872109456,2.546,"N","2401758","THIN",63,11,0,12,8.15,15.85,7.7,1.547,-1.026,4.128,5.154
"252","C1-5",2021-06-12,"C1-5_N","Air","2401758.csv",14.2469166666667,9.571,21.091,14.4695,26.412600137023,11.52,"N","2401758","THIN",63,12,0,14.85,8.15,21.55,13.4,0.603083333333332,-1.421,0.459,1.88
"253","C1-5",2021-06-13,"C1-5_N","Air","2401758.csv",13.2921666666667,12.69,14.421,13.269,4.3332235613823,1.731,"N","2401758","THIN",63,13,0,12.35,8.15,16.55,8.4,-0.942166666666667,-4.54,2.129,6.669
"254","C1-5",2021-06-14,"C1-5_N","Air","2401758.csv",13.7561666666667,11.528,18.14,12.835,17.1997673072681,6.612,"N","2401758","THIN",63,14,0,14.55,9.55,19.55,10,0.793833333333334,-1.978,1.41,3.388
"255","C1-5",2021-06-15,"C1-5_N","Air","2401758.csv",13.006,11.334,17.094,12.3035,13.2571383119554,5.76,"N","2401758","THIN",63,15,0,13.45,8.45,18.45,10,0.443999999999999,-2.884,1.356,4.24
"256","C1-5",2021-06-16,"C1-5_N","Air","2401758.csv",14.788,10.944,23.1,13.364,26.408623397683,12.156,"N","2401758","THIN",63,16,0,14.35,6.15,22.55,16.4,-0.438000000000001,-4.794,-0.550000000000001,4.244
"257","C1-5",2021-06-17,"C1-5_N","Air","2401758.csv",14.878,11.431,22.621,13.5085,24.4132363960267,11.19,"N","2401758","THIN",63,17,0,14.8,6.95,22.65,15.7,-0.0779999999999994,-4.481,0.0289999999999999,4.51
"258","C1-5",2021-06-18,"C1-5_N","Air","2401758.csv",13.73175,11.139,20.138,12.7385,18.6452203242272,8.999,"N","2401758","THIN",63,18,0,12.75,5.45,20.05,14.6,-0.98175,-5.689,-0.088000000000001,5.601
"259","C1-5",2021-06-19,"C1-5_N","Air","2401758.csv",13.8153333333333,10.846,20.901,12.883,22.531590382262,10.055,"N","2401758","THIN",63,19,0,14.6,8.35,20.85,12.5,0.784666666666666,-2.496,-0.0509999999999984,2.445
"260","C1-5",2021-06-20,"C1-5_N","Air","2401758.csv",16.60925,11.916,23.581,16.9985,22.7347556171785,11.665,"N","2401758","THIN",63,20,0,20.1,11.35,28.85,17.5,3.49075,-0.566000000000001,5.269,5.835
"261","C1-5",2021-06-21,"C1-5_N","Air","2401758.csv",19.27025,13.75,25.125,18.3785,18.1236097359415,11.375,"N","2401758","THIN",63,21,0,21.95,14.55,29.35,14.8,2.67975,0.800000000000001,4.225,3.425
"262","C1-5",2021-06-22,"C1-5_N","Air","2401758.csv",14.1534166666667,11.722,17.094,13.606,11.3582438134948,5.372,"N","2401758","THIN",63,22,0,17.6,11.85,23.35,11.5,3.44658333333333,0.128,6.256,6.128
"263","C1-5",2021-06-23,"C1-5_N","Air","2401758.csv",13.1485,11.236,17.189,12.3515,15.2814409600081,5.953,"N","2401758","THIN",63,23,0,16.55,11.15,21.95,10.8,3.4015,-0.0860000000000003,4.761,4.847
"264","C1-5",2021-06-24,"C1-5_N","Air","2401758.csv",14.7994166666667,11.528,20.996,13.75,21.8311308834402,9.468,"N","2401758","THIN",63,24,1,17.7,10.85,24.55,13.7,2.90058333333333,-0.678000000000001,3.554,4.232
"265","C1-5",2021-06-25,"C1-5_N","Air","2401758.csv",20.53425,12.497,27.272,22.238,25.3408345989926,14.775,"N","2401758","THIN",63,25,1,23.15,13.65,32.65,19,2.61575,1.153,5.378,4.225
"266","C1-5",2021-06-26,"C1-5_N","Air","2401758.csv",24.314,22.046,28.357,23.822,8.77277410512418,6.311,"N","2401758","THIN",63,26,1,26.4,16.95,35.85,18.9,2.086,-5.096,7.493,12.589
"267","C1-5",2021-06-27,"C1-5_N","Air","2401758.csv",31.9084166666667,22.333,40.3,32.1885,18.4542405606776,17.967,"N","2401758","THIN",63,27,1,31.85,20.35,43.35,23,-0.0584166666666661,-1.983,3.05,5.033
"268","C1-5",2021-06-28,"C1-5_N","Air","2401758.csv",24.6779166666667,14.517,32.704,26.635,28.9312815211259,18.187,"N","2401758","THIN",63,28,1,25.95,16.05,35.85,19.8,1.27208333333333,1.533,3.146,1.613
"269","C1-5",2021-06-29,"C1-5_N","Air","2401758.csv",16.4548333333333,13.846,20.996,15.664,15.5402619021323,7.15,"N","2401758","THIN",63,29,0,19.05,14.95,23.15,8.2,2.59516666666667,1.104,2.154,1.05
"270","C1-5",2021-06-30,"C1-5_N","Air","2401758.csv",15.8529166666667,14.134,19.662,15.2345,10.2512694024345,5.528,"N","2401758","THIN",63,30,0,15.9,11.55,20.25,8.7,0.0470833333333331,-2.584,0.588000000000001,3.172
"271","C2-15",2021-06-01,"C2-15_E","Air","9784529.csv",20.5325,15.569,25.902,20.092,19.4357668614051,10.333,"E","9784529","CON",69,1,0,20.25,10.55,29.95,19.4,-0.282499999999999,-5.019,4.048,9.067
"272","C2-15",2021-06-02,"C2-15_E","Air","9784529.csv",16.3659166666667,12.883,20.234,15.2345,16.5284997521798,7.351,"E","9784529","CON",69,2,0,17.3,11.15,23.45,12.3,0.934083333333334,-1.733,3.216,4.949
"273","C2-15",2021-06-26,"C2-15_S","Air","9768727.csv",23.3971666666667,17.475,30.054,23.9195,20.089380446832,12.579,"S","9768727","CON",69,26,1,26.4,16.95,35.85,18.9,3.00283333333333,-0.525000000000002,5.796,6.32100000000001
"274","C2-15",2021-06-05,"C2-15_S","Air","9768727.csv",11.1929166666667,9.768,12.497,11.09,8.40975291394352,2.729,"S","9768727","CON",69,5,0,10.95,6.55,15.35,8.8,-0.242916666666668,-3.218,2.853,6.071
"275","C2-15",2021-06-29,"C2-15_S","Air","9768727.csv",16.8385,15.091,19.948,16.475,9.90148420657206,4.857,"S","9768727","CON",69,29,0,19.05,14.95,23.15,8.2,2.2115,-0.141,3.202,3.343
"276","C2-15",2021-06-30,"C2-15_S","Air","9768727.csv",16.6328333333333,15.187,18.901,16.141,6.88674841806943,3.714,"S","9768727","CON",69,30,0,15.9,11.55,20.25,8.7,-0.732833333333334,-3.637,1.349,4.986
"277","C2-15",2021-06-03,"C2-15_S","Air","9768727.csv",13.2006666666667,10.651,14.9,13.654,10.1580035989621,4.249,"S","9768727","CON",69,3,0,12.25,5.35,19.15,13.8,-0.950666666666667,-5.301,4.25,9.551
"278","C2-15",2021-06-08,"C2-15_S","Air","9768727.csv",10.9253333333333,7.782,14.038,10.895,22.2389903919238,6.256,"S","9768727","CON",69,8,0,10.5,3.65,17.35,13.7,-0.425333333333333,-4.132,3.312,7.444
"279","C2-15",2021-06-06,"C2-15_S","Air","9768727.csv",9.45366666666667,8.382,10.846,9.4225,7.89443710820032,2.464,"S","9768727","CON",69,6,0,9.75,5.95,13.55,7.6,0.296333333333333,-2.432,2.704,5.136
"280","C2-15",2021-06-10,"C2-15_S","Air","9768727.csv",11.9876666666667,9.669,14.709,11.916,15.7938676064898,5.04,"S","9768727","CON",69,10,0,12.1,6.85,17.35,10.5,0.112333333333332,-2.819,2.641,5.46
"281","C2-15",2021-06-11,"C2-15_S","Air","9768727.csv",10.8605,9.768,11.916,10.6505,7.02001238044163,2.148,"S","9768727","CON",69,11,0,12,8.15,15.85,7.7,1.1395,-1.618,3.934,5.552
"282","C2-15",2021-06-12,"C2-15_S","Air","9768727.csv",13.7305,9.866,18.426,14.517,23.0824129865801,8.56,"S","9768727","CON",69,12,0,14.85,8.15,21.55,13.4,1.1195,-1.716,3.124,4.84
"283","C2-15",2021-06-09,"C2-15_S","Air","9768727.csv",11.1625833333333,7.28,14.804,11.6245,25.232030373225,7.524,"S","9768727","CON",69,9,0,10.25,3.15,17.35,14.2,-0.912583333333334,-4.13,2.546,6.676
"284","C2-15",2021-06-01,"C2-15_S","Air","9768727.csv",20.477,15.282,26,20.0915,19.8565859871857,10.718,"S","9768727","CON",69,1,0,20.25,10.55,29.95,19.4,-0.227,-4.732,3.95,8.682
"285","C2-15",2021-06-02,"C2-15_S","Air","9768727.csv",16.25425,12.69,20.234,15.139,17.1002081847472,7.544,"S","9768727","CON",69,2,0,17.3,11.15,23.45,12.3,1.04575,-1.54,3.216,4.756
"286","C2-15",2021-06-16,"C2-15_S","Air","9768727.csv",14.4738333333333,11.041,18.331,13.749,18.8470742877862,7.29,"S","9768727","CON",69,16,0,14.35,6.15,22.55,16.4,-0.123833333333334,-4.891,4.219,9.11
"287","C2-15",2021-06-04,"C2-15_S","Air","9768727.csv",13.1120833333333,9.275,17.57,13.413,23.0551457445537,8.295,"S","9768727","CON",69,4,0,13.75,7.85,19.65,11.8,0.637916666666667,-1.425,2.08,3.505
"288","C2-15",2021-06-07,"C2-15_E","Air","9784529.csv",10.3890833333333,7.782,13.558,10.013,21.6796327262857,5.776,"E","9784529","CON",69,7,0,10.45,5.65,15.25,9.6,0.0609166666666656,-2.132,1.692,3.824
"289","C2-15",2021-06-08,"C2-15_E","Air","9784529.csv",11.1856666666667,7.983,14.23,11.236,21.9638449178688,6.247,"E","9784529","CON",69,8,0,10.5,3.65,17.35,13.7,-0.685666666666666,-4.333,3.12,7.453
"290","C2-15",2021-06-07,"C2-15_S","Air","9768727.csv",10.1054166666667,7.582,13.076,9.816,20.4060415823203,5.494,"S","9768727","CON",69,7,0,10.45,5.65,15.25,9.6,0.344583333333333,-1.932,2.174,4.106
"291","C2-15",2021-06-21,"C2-15_S","Air","9768727.csv",18.2521666666667,13.942,23.869,17.1885,21.465818426412,9.927,"S","9768727","CON",69,21,0,21.95,14.55,29.35,14.8,3.69783333333333,0.608000000000001,5.481,4.873
"292","C2-15",2021-06-22,"C2-15_S","Air","9768727.csv",14.7065,12.98,16.808,14.2775,8.23312483187938,3.828,"S","9768727","CON",69,22,0,17.6,11.85,23.35,11.5,2.8935,-1.13,6.542,7.672
"293","C2-15",2021-06-23,"C2-15_S","Air","9768727.csv",13.7529166666667,12.207,16.427,12.835,11.9280299144734,4.22,"S","9768727","CON",69,23,0,16.55,11.15,21.95,10.8,2.79708333333333,-1.057,5.523,6.58
"294","C2-15",2021-06-24,"C2-15_S","Air","9768727.csv",15.1949166666667,12.497,18.711,14.4215,16.5171124235897,6.214,"S","9768727","CON",69,24,1,17.7,10.85,24.55,13.7,2.50508333333333,-1.647,5.839,7.486
"295","C2-15",2021-06-25,"C2-15_S","Air","9768727.csv",19.7478333333333,12.304,26.977,21.044,30.1766025431856,14.673,"S","9768727","CON",69,25,1,23.15,13.65,32.65,19,3.40216666666667,1.346,5.673,4.327
"296","C2-15",2021-06-13,"C2-15_S","Air","9768727.csv",14.0054166666667,13.365,15.187,13.894,4.16352007738435,1.822,"S","9768727","CON",69,13,0,12.35,8.15,16.55,8.4,-1.65541666666667,-5.215,1.363,6.578
"297","C2-15",2021-06-14,"C2-15_S","Air","9768727.csv",13.8585833333333,12.304,15.855,13.4135,9.4765797215466,3.551,"S","9768727","CON",69,14,0,14.55,9.55,19.55,10,0.691416666666667,-2.754,3.695,6.449
"298","C2-15",2021-06-15,"C2-15_S","Air","9768727.csv",13.30575,11.625,15.282,12.9795,9.15320745853512,3.657,"S","9768727","CON",69,15,0,13.45,8.45,18.45,10,0.14425,-3.175,3.168,6.343
"299","C2-15",2021-06-04,"C2-15_E","Air","9784529.csv",13.3048333333333,9.275,17.76,13.5095,23.1012412688156,8.485,"E","9784529","CON",69,4,0,13.75,7.85,19.65,11.8,0.445166666666667,-1.425,1.89,3.315
"300","C2-15",2021-06-05,"C2-15_E","Air","9784529.csv",11.3388333333333,9.866,12.497,11.382,8.52244611042763,2.631,"E","9784529","CON",69,5,0,10.95,6.55,15.35,8.8,-0.388833333333334,-3.316,2.853,6.169
"301","C2-15",2021-06-06,"C2-15_E","Air","9784529.csv",9.5685,8.282,10.944,9.669,8.38429319352967,2.662,"E","9784529","CON",69,6,0,9.75,5.95,13.55,7.6,0.1815,-2.332,2.606,4.938
"302","C2-15",2021-06-18,"C2-15_S","Air","9768727.csv",13.8035833333333,12.304,15.664,13.461,7.73356274844294,3.36,"S","9768727","CON",69,18,0,12.75,5.45,20.05,14.6,-1.05358333333333,-6.854,4.386,11.24
"303","C2-15",2021-06-19,"C2-15_S","Air","9768727.csv",13.8246666666667,12.013,16.523,13.5095,12.0594151543792,4.51,"S","9768727","CON",69,19,0,14.6,8.35,20.85,12.5,0.775333333333332,-3.663,4.327,7.99
"304","C2-15",2021-06-09,"C2-15_E","Air","9784529.csv",11.3801666666667,7.28,15.473,11.8675,25.8432546444108,8.193,"E","9784529","CON",69,9,0,10.25,3.15,17.35,14.2,-1.13016666666667,-4.13,1.877,6.007
"305","C2-15",2021-06-10,"C2-15_E","Air","9784529.csv",12.3094166666667,9.866,15.282,12.013,16.6147722262408,5.416,"E","9784529","CON",69,10,0,12.1,6.85,17.35,10.5,-0.209416666666668,-3.016,2.068,5.084
"306","C2-15",2021-06-11,"C2-15_E","Air","9784529.csv",11.0475,10.063,12.304,10.748,6.83579056925697,2.241,"E","9784529","CON",69,11,0,12,8.15,15.85,7.7,0.952500000000001,-1.913,3.546,5.459
"307","C2-15",2021-06-12,"C2-15_E","Air","9784529.csv",14.026,9.866,18.711,14.661,23.6613405769862,8.845,"E","9784529","CON",69,12,0,14.85,8.15,21.55,13.4,0.824,-1.716,2.839,4.555
"308","C2-15",2021-06-13,"C2-15_E","Air","9784529.csv",14.0851666666667,13.365,15.473,14.038,4.54441325137454,2.108,"E","9784529","CON",69,13,0,12.35,8.15,16.55,8.4,-1.73516666666667,-5.215,1.077,6.292
"309","C2-15",2021-06-29,"C2-15_E","Air","9784529.csv",16.9734166666667,15.091,20.138,16.475,9.98993532154234,5.047,"E","9784529","CON",69,29,0,19.05,14.95,23.15,8.2,2.07658333333334,-0.141,3.012,3.153
"310","C2-15",2021-06-27,"C2-15_S","Air","9768727.csv",29.23325,18.331,39.276,31.066,27.2687347949732,20.945,"S","9768727","CON",69,27,1,31.85,20.35,43.35,23,2.61675,2.019,4.074,2.055
"311","C2-15",2021-06-28,"C2-15_S","Air","9768727.csv",24.90425,15.569,30.255,27.419,22.7410920098518,14.686,"S","9768727","CON",69,28,1,25.95,16.05,35.85,19.8,1.04575,0.481,5.595,5.114
"312","C2-15",2021-06-17,"C2-15_E","Air","9784529.csv",15.0756666666667,11.528,18.521,14.421,15.8144245361961,6.993,"E","9784529","CON",69,17,0,14.8,6.95,22.65,15.7,-0.275666666666666,-4.578,4.129,8.707
"313","C2-15",2021-06-18,"C2-15_E","Air","9784529.csv",13.9713333333333,12.304,15.951,13.702,8.38071857028979,3.647,"E","9784529","CON",69,18,0,12.75,5.45,20.05,14.6,-1.22133333333333,-6.854,4.099,10.953
"314","C2-15",2021-06-17,"C2-15_S","Air","9768727.csv",14.9398333333333,11.528,18.616,14.1815,15.9377836931365,7.088,"S","9768727","CON",69,17,0,14.8,6.95,22.65,15.7,-0.139833333333332,-4.578,4.034,8.612
"315","C2-15",2021-06-19,"C2-15_E","Air","9784529.csv",14.0244166666667,12.11,16.903,13.606,12.5078645399858,4.793,"E","9784529","CON",69,19,0,14.6,8.35,20.85,12.5,0.575583333333332,-3.76,3.947,7.707
"316","C2-15",2021-06-20,"C2-15_E","Air","9784529.csv",17.60325,12.883,22.046,18.3305,20.8670680805918,9.163,"E","9784529","CON",69,20,0,20.1,11.35,28.85,17.5,2.49675,-1.533,6.804,8.337
"317","C2-15",2021-06-20,"C2-15_S","Air","9768727.csv",17.41225,12.594,22.046,18.1405,21.1478151519973,9.452,"S","9768727","CON",69,20,0,20.1,11.35,28.85,17.5,2.68775,-1.244,6.804,8.048
"318","C2-15",2021-06-23,"C2-15_E","Air","9784529.csv",13.8569166666667,12.11,16.523,13.0765,11.9475877059661,4.413,"E","9784529","CON",69,23,0,16.55,11.15,21.95,10.8,2.69308333333333,-0.959999999999999,5.427,6.387
"319","C2-15",2021-06-24,"C2-15_E","Air","9784529.csv",15.3229166666667,12.69,18.901,14.517,15.8801865700459,6.211,"E","9784529","CON",69,24,1,17.7,10.85,24.55,13.7,2.37708333333333,-1.84,5.649,7.489
"320","C2-15",2021-06-25,"C2-15_E","Air","9784529.csv",19.87525,12.497,26.977,21.139,29.5060435314653,14.48,"E","9784529","CON",69,25,1,23.15,13.65,32.65,19,3.27475,1.153,5.673,4.52
"321","C2-15",2021-06-26,"C2-15_E","Air","9784529.csv",23.4918333333333,17.76,29.853,24.016,19.5102302321678,12.093,"E","9784529","CON",69,26,1,26.4,16.95,35.85,18.9,2.90816666666667,-0.810000000000002,5.997,6.807
"322","C2-15",2021-06-14,"C2-15_E","Air","9784529.csv",13.9065833333333,12.401,15.76,13.5575,9.44565909907868,3.359,"E","9784529","CON",69,14,0,14.55,9.55,19.55,10,0.643416666666667,-2.851,3.79,6.641
"323","C2-15",2021-06-15,"C2-15_E","Air","9784529.csv",13.4658333333333,11.625,15.378,13.2205,9.77967628792373,3.753,"E","9784529","CON",69,15,0,13.45,8.45,18.45,10,-0.0158333333333331,-3.175,3.072,6.247
"324","C2-15",2021-06-03,"C2-15_E","Air","9784529.csv",13.40875,10.651,15.282,13.894,10.6880035397759,4.631,"E","9784529","CON",69,3,0,12.25,5.35,19.15,13.8,-1.15875,-5.301,3.868,9.169
"325","C2-15",2021-06-30,"C2-15_E","Air","9784529.csv",16.82325,15.282,19.282,16.332,7.56512310975715,4,"E","9784529","CON",69,30,0,15.9,11.55,20.25,8.7,-0.923250000000001,-3.732,0.968,4.7
"326","C2-15",2021-06-21,"C2-15_E","Air","9784529.csv",18.3479166666667,14.038,23.966,17.331,21.3977009330057,9.928,"E","9784529","CON",69,21,0,21.95,14.55,29.35,14.8,3.60208333333333,0.512,5.384,4.872
"327","C2-15",2021-06-22,"C2-15_E","Air","9784529.csv",14.97675,12.98,17.379,14.469,9.88680909649272,4.399,"E","9784529","CON",69,22,0,17.6,11.85,23.35,11.5,2.62325,-1.13,5.971,7.101
"328","C2-15",2021-06-28,"C2-15_E","Air","9784529.csv",25.1254166666667,15.569,30.558,27.4195,22.6601999845731,14.989,"E","9784529","CON",69,28,1,25.95,16.05,35.85,19.8,0.824583333333333,0.481,5.292,4.811
"329","C2-15",2021-06-16,"C2-15_E","Air","9784529.csv",14.6738333333333,11.431,18.616,14.0375,18.5547865612541,7.185,"E","9784529","CON",69,16,0,14.35,6.15,22.55,16.4,-0.323833333333335,-5.281,3.934,9.215
"330","C2-15",2021-06-27,"C2-15_E","Air","9784529.csv",29.4529166666667,18.426,39.389,31.0655,27.0067679335355,20.963,"E","9784529","CON",69,27,1,31.85,20.35,43.35,23,2.39708333333333,1.924,3.961,2.037
"331","C2-17",2021-06-02,"C2-17_E","Air","9784531.csv",15.062,12.401,18.236,14.469,13.5563148648613,5.835,"E","9784531","CON",33,2,0,17.3,11.15,23.45,12.3,2.238,-1.251,5.214,6.465
"332","C2-17",2021-06-03,"C2-17_E","Air","9784531.csv",11.7805,8.978,13.461,12.5455,12.6080970994691,4.483,"E","9784531","CON",33,3,0,12.25,5.35,19.15,13.8,0.4695,-3.628,5.689,9.317
"333","C2-17",2021-06-04,"C2-17_E","Air","9784531.csv",11.67825,8.282,15.473,11.8675,22.6342004380218,7.191,"E","9784531","CON",33,4,0,13.75,7.85,19.65,11.8,2.07175,-0.432,4.177,4.609
"334","C2-17",2021-06-01,"C2-17_E","Air","9784531.csv",19.8633333333333,14.23,23.1,20.2815,13.7574614548311,8.87,"E","9784531","CON",33,1,0,20.25,10.55,29.95,19.4,0.386666666666667,-3.68,6.85,10.53
"335","C2-17",2021-06-14,"C2-17_E","Air","9784531.csv",12.67225,11.431,14.134,12.449,7.42132563488044,2.703,"E","9784531","CON",33,14,0,14.55,9.55,19.55,10,1.87775,-1.881,5.416,7.297
"336","C2-17",2021-06-15,"C2-17_E","Air","9784531.csv",12.325,10.748,14.134,12.013,8.98154086356605,3.386,"E","9784531","CON",33,15,0,13.45,8.45,18.45,10,1.125,-2.298,4.316,6.614
"337","C2-17",2021-06-16,"C2-17_E","Air","9784531.csv",13.4130833333333,11.139,16.332,12.9795,15.0769490721172,5.193,"E","9784531","CON",33,16,0,14.35,6.15,22.55,16.4,0.936916666666667,-4.989,6.218,11.207
"338","C2-17",2021-06-17,"C2-17_E","Air","9784531.csv",13.6728333333333,11.819,16.141,13.0765,11.8129531186842,4.322,"E","9784531","CON",33,17,0,14.8,6.95,22.65,15.7,1.12716666666667,-4.869,6.509,11.378
"339","C2-17",2021-06-05,"C2-17_E","Air","9784531.csv",9.93758333333333,8.68,11.334,9.964,7.96359661762718,2.654,"E","9784531","CON",33,5,0,10.95,6.55,15.35,8.8,1.01241666666667,-2.13,4.016,6.146
"340","C2-17",2021-06-06,"C2-17_E","Air","9784531.csv",8.51225,7.381,10.063,8.382,8.72081818293549,2.682,"E","9784531","CON",33,6,0,9.75,5.95,13.55,7.6,1.23775,-1.431,3.487,4.918
"341","C2-17",2021-06-07,"C2-17_E","Air","9784531.csv",8.88275,6.573,11.431,8.9775,19.8080972537983,4.858,"E","9784531","CON",33,7,0,10.45,5.65,15.25,9.6,1.56725,-0.923,3.819,4.742
"342","C2-17",2021-06-08,"C2-17_E","Air","9784531.csv",10.2019166666667,8.282,12.497,10.0135,14.9340375317224,4.215,"E","9784531","CON",33,8,0,10.5,3.65,17.35,13.7,0.298083333333333,-4.632,4.853,9.485
"343","C2-17",2021-06-09,"C2-17_E","Air","9784531.csv",10.646,7.582,13.269,10.5525,18.609263878593,5.687,"E","9784531","CON",33,9,0,10.25,3.15,17.35,14.2,-0.396000000000001,-4.432,4.081,8.513
"344","C2-17",2021-06-10,"C2-17_E","Air","9784531.csv",11.1461666666667,8.779,13.75,10.846,15.3327087655047,4.971,"E","9784531","CON",33,10,0,12.1,6.85,17.35,10.5,0.953833333333334,-1.929,3.6,5.529
"345","C2-17",2021-06-11,"C2-17_E","Air","9784531.csv",10.30625,8.978,11.236,10.406,7.02554228788422,2.258,"E","9784531","CON",33,11,0,12,8.15,15.85,7.7,1.69375,-0.827999999999999,4.614,5.442
"346","C2-17",2021-06-12,"C2-17_E","Air","9784531.csv",12.7770833333333,9.077,16.999,13.365,21.7887192956167,7.922,"E","9784531","CON",33,12,0,14.85,8.15,21.55,13.4,2.07291666666667,-0.927,4.551,5.478
"347","C2-17",2021-06-13,"C2-17_E","Air","9784531.csv",13.132,12.594,14.134,13.028,3.74493790035209,1.54,"E","9784531","CON",33,13,0,12.35,8.15,16.55,8.4,-0.782,-4.444,2.416,6.86
"348","C2-17",2021-06-27,"C2-17_E","Air","9784531.csv",31.6506666666667,25.028,36.511,32.7035,12.826068855329,11.483,"E","9784531","CON",33,27,1,31.85,20.35,43.35,23,0.199333333333335,-4.678,6.839,11.517
"349","C2-17",2021-06-28,"C2-17_E","Air","9784531.csv",24.0739166666667,14.804,30.356,28.7045,28.4127018470085,15.552,"E","9784531","CON",33,28,1,25.95,16.05,35.85,19.8,1.87608333333333,1.246,5.494,4.248
"350","C2-17",2021-06-29,"C2-17_E","Air","9784531.csv",15.5264166666667,13.846,18.331,14.9,10.4381856942929,4.485,"E","9784531","CON",33,29,0,19.05,14.95,23.15,8.2,3.52358333333333,1.104,4.819,3.715
"351","C2-17",2021-06-30,"C2-17_E","Air","9784531.csv",15.28875,13.942,17.189,14.804,7.46798455065891,3.247,"E","9784531","CON",33,30,0,15.9,11.55,20.25,8.7,0.61125,-2.392,3.061,5.453
"352","C2-17",2021-06-18,"C2-17_E","Air","9784531.csv",12.0916666666667,10.748,13.75,12.013,7.7984260742623,3.002,"E","9784531","CON",33,18,0,12.75,5.45,20.05,14.6,0.658333333333333,-5.298,6.3,11.598
"353","C2-17",2021-06-19,"C2-17_E","Air","9784531.csv",12.1770833333333,10.455,14.517,12.1585,12.2893195863997,4.062,"E","9784531","CON",33,19,0,14.6,8.35,20.85,12.5,2.42291666666667,-2.105,6.333,8.438
"354","C2-17",2021-06-20,"C2-17_E","Air","9784531.csv",16.33675,11.819,20.043,17.284,20.175616641915,8.224,"E","9784531","CON",33,20,0,20.1,11.35,28.85,17.5,3.76325,-0.469000000000001,8.807,9.276
"355","C2-17",2021-06-21,"C2-17_E","Air","9784531.csv",18.7015833333333,13.173,21.091,19.282,12.6503712937985,7.918,"E","9784531","CON",33,21,0,21.95,14.55,29.35,14.8,3.24841666666667,1.377,8.259,6.882
"356","C2-17",2021-06-22,"C2-17_E","Air","9784531.csv",13.2344166666667,11.236,14.9,13.269,7.8286708861972,3.664,"E","9784531","CON",33,22,0,17.6,11.85,23.35,11.5,4.36558333333334,0.613999999999999,8.45,7.836
"357","C2-17",2021-06-23,"C2-17_E","Air","9784531.csv",12.1310833333333,10.944,13.942,11.6735,9.55253975713225,2.998,"E","9784531","CON",33,23,0,16.55,11.15,21.95,10.8,4.41891666666667,0.206,8.008,7.802
"358","C2-17",2021-06-24,"C2-17_E","Air","9784531.csv",13.406,11.236,16.141,13.076,14.1570079948605,4.905,"E","9784531","CON",33,24,1,17.7,10.85,24.55,13.7,4.294,-0.386000000000001,8.409,8.795
"359","C2-17",2021-06-25,"C2-17_E","Air","9784531.csv",20.9911666666667,15.187,24.931,22.431,17.9195321634187,9.744,"E","9784531","CON",33,25,1,23.15,13.65,32.65,19,2.15883333333333,-1.537,7.719,9.256
"360","C2-17",2021-06-26,"C2-17_E","Air","9784531.csv",24.8138333333333,23.1,27.272,24.593,4.71725064761438,4.172,"E","9784531","CON",33,26,1,26.4,16.95,35.85,18.9,1.58616666666666,-6.15,8.578,14.728
"361","C2-20",2021-06-08,"C2-20_N","Air","9784506.csv",10.3140833333333,8.382,13.365,10.1115,17.00040485275,4.983,"N","9784506","CON",34,8,0,10.5,3.65,17.35,13.7,0.185916666666667,-4.732,3.985,8.717
"362","C2-20",2021-06-07,"C2-20_N","Air","9784506.csv",8.93841666666667,7.28,10.846,8.978,14.1319823854185,3.566,"N","9784506","CON",34,7,0,10.45,5.65,15.25,9.6,1.51158333333333,-1.63,4.404,6.034
"363","C2-20",2021-06-16,"C2-20_N","Air","9784506.csv",13.9568333333333,11.334,17.76,13.269,16.4750456061029,6.426,"N","9784506","CON",34,16,0,14.35,6.15,22.55,16.4,0.393166666666666,-5.184,4.79,9.974
